,oxy1_adc,mV0_1,oxy2_adc,mV0_2
2515,99,0.001547,96,0.0015
2516,99,0.001547,96,0.0015
2517,99,0.001547,97,0.001516
2518,99,0.001547,95,0.001484
2519,99,0.001547,95,0.001484
2520,99,0.001547,95,0.001484
2521,98,0.001531,95,0.001484
2522,99,0.001547,96,0.0015
2523,100,0.001562,96,0.0015
2524,99,0.001547,95,0.001484
2525,100,0.001562,94,0.001469
2526,99,0.001547,95,0.001484
2527,99,0.001547,95,0.001484
2528,99,0.001547,95,0.001484
2529,101,0.001578,96,0.0015
2530,99,0.001547,94,0.001469
2531,98,0.001531,95,0.001484
2532,100,0.001562,95,0.001484
2533,98,0.001531,95,0.001484
2534,99,0.001547,94,0.001469
2535,100,0.001562,95,0.001484
2536,98,0.001531,95,0.001484
2537,99,0.001547,95,0.001484
2538,100,0.001562,97,0.001516
2539,99,0.001547,95,0.001484
2540,99,0.001547,95,0.001484
2541,99,0.001547,95,0.001484
2542,100,0.001562,95,0.001484
2543,99,0.001547,95,0.001484
2544,100,0.001562,95,0.001484
2545,100,0.001562,95,0.001484
2546,100,0.001562,95,0.001484
2547,100,0.001562,96,0.0015
2548,98,0.001531,95,0.001484
2549,100,0.001562,96,0.0015
2550,100,0.001562,95,0.001484
2551,98,0.001531,97,0.001516
2552,100,0.001562,95,0.001484
2553,100,0.001562,96,0.0015
2554,99,0.001547,96,0.0015
2555,99,0.001547,95,0.001484
2556,99,0.001547,96,0.0015
2557,99,0.001547,96,0.0015
2558,100,0.001562,95,0.001484
2559,100,0.001562,95,0.001484
2560,99,0.001547,95,0.001484
2561,101,0.001578,94,0.001469
2562,99,0.001547,94,0.001469
2563,99,0.001547,96,0.0015
2564,99,0.001547,94,0.001469
2565,100,0.001562,96,0.0015
2566,101,0.001578,96,0.0015
2567,99,0.001547,95,0.001484
2568,99,0.001547,95,0.001484
2569,99,0.001547,95,0.001484
2570,100,0.001562,96,0.0015
2571,100,0.001562,95,0.001484
2572,99,0.001547,95,0.001484
2573,99,0.001547,96,0.0015
2574,99,0.001547,96,0.0015
2575,98,0.001531,96,0.0015
2576,100,0.001562,96,0.0015
2577,98,0.001531,95,0.001484
2578,98,0.001531,95,0.001484
2579,99,0.001547,96,0.0015
2580,99,0.001547,95,0.001484
2581,99,0.001547,95,0.001484
2582,99,0.001547,95,0.001484
2583,99,0.001547,95,0.001484
2584,100,0.001562,96,0.0015
2585,100,0.001562,96,0.0015
2586,99,0.001547,95,0.001484
2587,99,0.001547,95,0.001484
2588,98,0.001531,96,0.0015
2589,98,0.001531,95,0.001484
2590,99,0.001547,95,0.001484
2591,99,0.001547,96,0.0015
2592,99,0.001547,95,0.001484
2593,100,0.001562,95,0.001484
2594,100,0.001562,95,0.001484
2595,98,0.001531,97,0.001516
2596,99,0.001547,96,0.0015
2597,98,0.001531,94,0.001469
2598,99,0.001547,95,0.001484
2599,99,0.001547,97,0.001516
2600,99,0.001547,96,0.0015
2601,100,0.001562,95,0.001484
2602,99,0.001547,95,0.001484
2603,99,0.001547,95,0.001484
2604,100,0.001562,96,0.0015
2605,99,0.001547,96,0.0015
2606,99,0.001547,94,0.001469
2607,98,0.001531,95,0.001484
2608,99,0.001547,95,0.001484
2609,99,0.001547,95,0.001484
2610,100,0.001562,95,0.001484
2611,99,0.001547,95,0.001484
2612,100,0.001562,96,0.0015
2613,100,0.001562,95,0.001484
2614,99,0.001547,95,0.001484
2615,99,0.001547,95,0.001484
2616,99,0.001547,95,0.001484
2617,100,0.001562,94,0.001469
2618,100,0.001562,94,0.001469
2619,99,0.001547,95,0.001484
2620,99,0.001547,95,0.001484
2621,100,0.001562,95,0.001484
2622,100,0.001562,96,0.0015
2623,100,0.001562,95,0.001484
2624,99,0.001547,96,0.0015
2625,99,0.001547,95,0.001484
2626,100,0.001562,96,0.0015
2627,100,0.001562,94,0.001469
2628,99,0.001547,95,0.001484
2629,100,0.001562,94,0.001469
2630,100,0.001562,96,0.0015
2631,99,0.001547,94,0.001469
2632,98,0.001531,96,0.0015
2633,99,0.001547,95,0.001484
2634,99,0.001547,95,0.001484
2635,98,0.001531,95,0.001484
2636,99,0.001547,95,0.001484
2637,98,0.001531,94,0.001469
2638,99,0.001547,94,0.001469
2639,99,0.001547,95,0.001484
2640,99,0.001547,95,0.001484
2641,99,0.001547,94,0.001469
2642,99,0.001547,94,0.001469
2643,98,0.001531,95,0.001484
2644,98,0.001531,94,0.001469
2645,99,0.001547,95,0.001484
2646,100,0.001562,95,0.001484
2647,98,0.001531,95,0.001484
2648,100,0.001562,95,0.001484
2649,99,0.001547,95,0.001484
2650,99,0.001547,94,0.001469
2651,99,0.001547,95,0.001484
2652,99,0.001547,94,0.001469
2653,100,0.001562,96,0.0015
2654,100,0.001562,94,0.001469
2655,99,0.001547,95,0.001484
2656,100,0.001562,95,0.001484
2657,99,0.001547,95,0.001484
2658,98,0.001531,95,0.001484
2659,99,0.001547,95,0.001484
2660,98,0.001531,94,0.001469
2661,99,0.001547,95,0.001484
2662,99,0.001547,95,0.001484
2663,99,0.001547,95,0.001484
2664,99,0.001547,95,0.001484
2665,99,0.001547,95,0.001484
2666,98,0.001531,95,0.001484
2667,98,0.001531,95,0.001484
2668,99,0.001547,95,0.001484
2669,99,0.001547,94,0.001469
2670,100,0.001562,95,0.001484
2671,99,0.001547,94,0.001469
2672,97,0.001516,94,0.001469
2673,100,0.001562,95,0.001484
2674,98,0.001531,94,0.001469
2675,99,0.001547,94,0.001469
2676,100,0.001562,95,0.001484
2677,99,0.001547,95,0.001484
2678,98,0.001531,95,0.001484
2679,98,0.001531,96,0.0015
2680,100,0.001562,94,0.001469
2681,99,0.001547,95,0.001484
2682,99,0.001547,95,0.001484
2683,98,0.001531,95,0.001484
2684,99,0.001547,95,0.001484
2685,98,0.001531,94,0.001469
2686,99,0.001547,94,0.001469
2687,98,0.001531,95,0.001484
2688,99,0.001547,95,0.001484
2689,99,0.001547,93,0.001453
2690,99,0.001547,96,0.0015
2691,100,0.001562,95,0.001484
2692,99,0.001547,94,0.001469
2693,99,0.001547,95,0.001484
2694,98,0.001531,95,0.001484
2695,99,0.001547,94,0.001469
2696,97,0.001516,94,0.001469
2697,98,0.001531,94,0.001469
2698,98,0.001531,95,0.001484
2699,98,0.001531,95,0.001484
2700,99,0.001547,95,0.001484
2701,98,0.001531,95,0.001484
2702,99,0.001547,95,0.001484
2703,99,0.001547,94,0.001469
2704,98,0.001531,95,0.001484
2705,98,0.001531,94,0.001469
2706,97,0.001516,94,0.001469
2707,99,0.001547,95,0.001484
2708,99,0.001547,95,0.001484
2709,99,0.001547,96,0.0015
2710,99,0.001547,94,0.001469
2711,99,0.001547,95,0.001484
2712,99,0.001547,95,0.001484
2713,98,0.001531,95,0.001484
2714,99,0.001547,95,0.001484
2715,99,0.001547,94,0.001469
2716,99,0.001547,95,0.001484
2717,99,0.001547,94,0.001469
2718,99,0.001547,94,0.001469
2719,99,0.001547,95,0.001484
2720,99,0.001547,96,0.0015
2721,100,0.001562,95,0.001484
2722,98,0.001531,95,0.001484
2723,99,0.001547,94,0.001469
2724,99,0.001547,94,0.001469
2725,97,0.001516,95,0.001484
2726,98,0.001531,95,0.001484
2727,97,0.001516,94,0.001469
2728,99,0.001547,94,0.001469
2729,98,0.001531,96,0.0015
2730,99,0.001547,95,0.001484
2731,98,0.001531,95,0.001484
2732,99,0.001547,95,0.001484
2733,98,0.001531,95,0.001484
2734,99,0.001547,94,0.001469
2735,100,0.001562,94,0.001469
2736,98,0.001531,94,0.001469
2737,99,0.001547,94,0.001469
2738,99,0.001547,94,0.001469
2739,98,0.001531,95,0.001484
2740,98,0.001531,95,0.001484
2741,100,0.001562,95,0.001484
2742,99,0.001547,93,0.001453
2743,97,0.001516,94,0.001469
2744,99,0.001547,94,0.001469
2745,98,0.001531,95,0.001484
2746,100,0.001562,96,0.0015
2747,99,0.001547,94,0.001469
2748,99,0.001547,96,0.0015
2749,99,0.001547,95,0.001484
2750,99,0.001547,95,0.001484
2751,98,0.001531,96,0.0015
2752,99,0.001547,94,0.001469
2753,99,0.001547,95,0.001484
2754,97,0.001516,94,0.001469
2755,98,0.001531,95,0.001484
2756,97,0.001516,94,0.001469
2757,98,0.001531,95,0.001484
2758,100,0.001562,95,0.001484
2759,98,0.001531,94,0.001469
2760,99,0.001547,94,0.001469
2761,99,0.001547,95,0.001484
2762,98,0.001531,94,0.001469
2763,98,0.001531,94,0.001469
2764,98,0.001531,94,0.001469
2765,98,0.001531,96,0.0015
2766,99,0.001547,93,0.001453
2767,97,0.001516,95,0.001484
2768,98,0.001531,94,0.001469
2769,99,0.001547,95,0.001484
2770,100,0.001562,96,0.0015
2771,99,0.001547,95,0.001484
2772,100,0.001562,96,0.0015
2773,98,0.001531,94,0.001469
2774,98,0.001531,95,0.001484
2775,98,0.001531,95,0.001484
2776,99,0.001547,95,0.001484
2777,98,0.001531,95,0.001484
2778,98,0.001531,94,0.001469
2779,98,0.001531,94,0.001469
2780,98,0.001531,94,0.001469
2781,99,0.001547,95,0.001484
2782,99,0.001547,94,0.001469
2783,98,0.001531,94,0.001469
2784,98,0.001531,95,0.001484
2785,99,0.001547,95,0.001484
2786,100,0.001562,94,0.001469
2787,99,0.001547,95,0.001484
2788,97,0.001516,94,0.001469
2789,98,0.001531,94,0.001469
2790,99,0.001547,96,0.0015
2791,99,0.001547,95,0.001484
2792,99,0.001547,95,0.001484
2793,98,0.001531,95,0.001484
2794,99,0.001547,95,0.001484
2795,98,0.001531,94,0.001469
2796,99,0.001547,94,0.001469
2797,98,0.001531,95,0.001484
2798,98,0.001531,95,0.001484
2799,97,0.001516,94,0.001469
2800,99,0.001547,94,0.001469
2801,99,0.001547,96,0.0015
2802,98,0.001531,94,0.001469
2803,99,0.001547,94,0.001469
2804,100,0.001562,95,0.001484
2805,100,0.001562,94,0.001469
2806,99,0.001547,93,0.001453
2807,99,0.001547,95,0.001484
2808,98,0.001531,95,0.001484
2809,99,0.001547,95,0.001484
2810,99,0.001547,94,0.001469
2811,98,0.001531,94,0.001469
2812,99,0.001547,94,0.001469
2813,100,0.001562,95,0.001484
2814,100,0.001562,95,0.001484
2815,98,0.001531,95,0.001484
2816,98,0.001531,95,0.001484
2817,98,0.001531,95,0.001484
2818,99,0.001547,95,0.001484
2819,98,0.001531,94,0.001469
2820,100,0.001562,93,0.001453
2821,98,0.001531,95,0.001484
2822,98,0.001531,94,0.001469
2823,99,0.001547,96,0.0015
2824,98,0.001531,94,0.001469
2825,100,0.001562,95,0.001484
2826,98,0.001531,95,0.001484
2827,99,0.001547,95,0.001484
2828,97,0.001516,94,0.001469
2829,99,0.001547,94,0.001469
2830,99,0.001547,94,0.001469
2831,98,0.001531,95,0.001484
2832,100,0.001562,94,0.001469
2833,98,0.001531,94,0.001469
2834,97,0.001516,95,0.001484
2835,98,0.001531,94,0.001469
2836,98,0.001531,94,0.001469
2837,99,0.001547,94,0.001469
2838,97,0.001516,95,0.001484
2839,98,0.001531,94,0.001469
2840,98,0.001531,94,0.001469
2841,99,0.001547,95,0.001484
2842,99,0.001547,94,0.001469
2843,99,0.001547,95,0.001484
2844,97,0.001516,95,0.001484
2845,98,0.001531,95,0.001484
2846,99,0.001547,95,0.001484
2847,98,0.001531,95,0.001484
2848,97,0.001516,94,0.001469
2849,98,0.001531,94,0.001469
2850,98,0.001531,93,0.001453
2851,97,0.001516,94,0.001469
2852,98,0.001531,96,0.0015
2853,99,0.001547,94,0.001469
2854,99,0.001547,95,0.001484
2855,99,0.001547,94,0.001469
2856,99,0.001547,93,0.001453
2857,97,0.001516,95,0.001484
2858,98,0.001531,94,0.001469
2859,98,0.001531,94,0.001469
2860,99,0.001547,94,0.001469
2861,98,0.001531,94,0.001469
2862,99,0.001547,95,0.001484
2863,98,0.001531,93,0.001453
2864,98,0.001531,94,0.001469
2865,98,0.001531,94,0.001469
2866,98,0.001531,95,0.001484
2867,98,0.001531,95,0.001484
2868,99,0.001547,94,0.001469
2869,98,0.001531,94,0.001469
2870,98,0.001531,94,0.001469
2871,99,0.001547,94,0.001469
2872,98,0.001531,94,0.001469
2873,98,0.001531,94,0.001469
2874,98,0.001531,93,0.001453
2875,97,0.001516,95,0.001484
2876,98,0.001531,93,0.001453
2877,98,0.001531,95,0.001484
2878,98,0.001531,95,0.001484
2879,98,0.001531,94,0.001469
2880,99,0.001547,95,0.001484
2881,99,0.001547,95,0.001484
2882,99,0.001547,94,0.001469
2883,98,0.001531,94,0.001469
2884,98,0.001531,95,0.001484
2885,99,0.001547,94,0.001469
2886,98,0.001531,94,0.001469
2887,98,0.001531,94,0.001469
2888,98,0.001531,94,0.001469
2889,98,0.001531,95,0.001484
2890,96,0.0015,95,0.001484
2891,98,0.001531,94,0.001469
2892,99,0.001547,95,0.001484
2893,97,0.001516,95,0.001484
2894,98,0.001531,94,0.001469
2895,98,0.001531,95,0.001484
2896,98,0.001531,95,0.001484
2897,99,0.001547,93,0.001453
2898,99,0.001547,95,0.001484
2899,99,0.001547,95,0.001484
2900,98,0.001531,94,0.001469
2901,98,0.001531,95,0.001484
2902,98,0.001531,94,0.001469
2903,98,0.001531,95,0.001484
2904,98,0.001531,96,0.0015
2905,98,0.001531,95,0.001484
2906,97,0.001516,94,0.001469
2907,98,0.001531,94,0.001469
2908,98,0.001531,94,0.001469
2909,99,0.001547,94,0.001469
2910,97,0.001516,95,0.001484
2911,97,0.001516,95,0.001484
2912,98,0.001531,93,0.001453
2913,99,0.001547,94,0.001469
2914,96,0.0015,95,0.001484
2915,99,0.001547,94,0.001469
2916,98,0.001531,94,0.001469
2917,98,0.001531,94,0.001469
2918,98,0.001531,95,0.001484
2919,98,0.001531,94,0.001469
2920,98,0.001531,95,0.001484
2921,98,0.001531,94,0.001469
2922,98,0.001531,93,0.001453
2923,98,0.001531,95,0.001484
2924,99,0.001547,94,0.001469
2925,99,0.001547,94,0.001469
2926,97,0.001516,94,0.001469
2927,97,0.001516,94,0.001469
2928,98,0.001531,94,0.001469
2929,98,0.001531,94,0.001469
2930,98,0.001531,94,0.001469
2931,99,0.001547,95,0.001484
2932,97,0.001516,94,0.001469
2933,98,0.001531,94,0.001469
2934,99,0.001547,94,0.001469
2935,98,0.001531,94,0.001469
2936,97,0.001516,93,0.001453
2937,98,0.001531,95,0.001484
2938,98,0.001531,95,0.001484
2939,98,0.001531,93,0.001453
2940,98,0.001531,93,0.001453
2941,97,0.001516,94,0.001469
2942,98,0.001531,93,0.001453
2943,98,0.001531,94,0.001469
2944,97,0.001516,93,0.001453
2945,97,0.001516,93,0.001453
2946,98,0.001531,94,0.001469
2947,98,0.001531,93,0.001453
2948,98,0.001531,94,0.001469
2949,98,0.001531,94,0.001469
2950,97,0.001516,95,0.001484
2951,98,0.001531,94,0.001469
2952,97,0.001516,94,0.001469
2953,98,0.001531,94,0.001469
2954,97,0.001516,95,0.001484
2955,99,0.001547,94,0.001469
2956,97,0.001516,94,0.001469
2957,98,0.001531,94,0.001469
2958,97,0.001516,94,0.001469
2959,98,0.001531,94,0.001469
2960,98,0.001531,92,0.001438
2961,97,0.001516,94,0.001469
2962,98,0.001531,93,0.001453
2963,98,0.001531,95,0.001484
2964,97,0.001516,95,0.001484
2965,97,0.001516,94,0.001469
2966,97,0.001516,94,0.001469
2967,99,0.001547,93,0.001453
2968,98,0.001531,95,0.001484
2969,97,0.001516,93,0.001453
2970,98,0.001531,93,0.001453
2971,97,0.001516,95,0.001484
2972,97,0.001516,95,0.001484
2973,98,0.001531,95,0.001484
2974,97,0.001516,94,0.001469
2975,98,0.001531,94,0.001469
2976,97,0.001516,94,0.001469
2977,98,0.001531,95,0.001484
2978,97,0.001516,94,0.001469
2979,98,0.001531,94,0.001469
2980,98,0.001531,94,0.001469
2981,97,0.001516,94,0.001469
2982,97,0.001516,94,0.001469
2983,97,0.001516,94,0.001469
2984,99,0.001547,94,0.001469
2985,98,0.001531,95,0.001484
2986,99,0.001547,95,0.001484
2987,99,0.001547,95,0.001484
2988,99,0.001547,95,0.001484
2989,99,0.001547,93,0.001453
2990,98,0.001531,93,0.001453
2991,98,0.001531,95,0.001484
2992,97,0.001516,95,0.001484
2993,97,0.001516,94,0.001469
2994,98,0.001531,95,0.001484
2995,99,0.001547,94,0.001469
2996,97,0.001516,94,0.001469
2997,98,0.001531,95,0.001484
2998,98,0.001531,95,0.001484
2999,98,0.001531,94,0.001469
3000,98,0.001531,95,0.001484
3001,99,0.001547,93,0.001453
3002,98,0.001531,95,0.001484
3003,97,0.001516,94,0.001469
3004,98,0.001531,94,0.001469
3005,98,0.001531,94,0.001469
3006,98,0.001531,94,0.001469
3007,97,0.001516,95,0.001484
3008,98,0.001531,94,0.001469
3009,98,0.001531,94,0.001469
3010,99,0.001547,93,0.001453
3011,98,0.001531,94,0.001469
3012,97,0.001516,94,0.001469
3013,97,0.001516,93,0.001453
3014,98,0.001531,94,0.001469
3015,98,0.001531,94,0.001469
3016,97,0.001516,94,0.001469
3017,99,0.001547,94,0.001469
3018,98,0.001531,93,0.001453
3019,98,0.001531,94,0.001469
3020,99,0.001547,94,0.001469
3021,99,0.001547,95,0.001484
3022,97,0.001516,94,0.001469
3023,98,0.001531,94,0.001469
3024,99,0.001547,94,0.001469
3025,98,0.001531,94,0.001469
3026,98,0.001531,94,0.001469
3027,98,0.001531,93,0.001453
3028,98,0.001531,94,0.001469
3029,98,0.001531,93,0.001453
3030,98,0.001531,94,0.001469
3031,98,0.001531,94,0.001469
3032,98,0.001531,94,0.001469
3033,98,0.001531,94,0.001469
3034,97,0.001516,93,0.001453
3035,99,0.001547,94,0.001469
3036,98,0.001531,94,0.001469
3037,98,0.001531,94,0.001469
3038,98,0.001531,93,0.001453
3039,98,0.001531,93,0.001453
3040,98,0.001531,94,0.001469
3041,98,0.001531,94,0.001469
3042,99,0.001547,95,0.001484
3043,98,0.001531,94,0.001469
3044,98,0.001531,94,0.001469
3045,98,0.001531,93,0.001453
3046,98,0.001531,94,0.001469
3047,99,0.001547,94,0.001469
3048,98,0.001531,94,0.001469
3049,98,0.001531,95,0.001484
3050,98,0.001531,94,0.001469
3051,99,0.001547,93,0.001453
3052,98,0.001531,94,0.001469
3053,98,0.001531,93,0.001453
3054,98,0.001531,94,0.001469
3055,98,0.001531,94,0.001469
3056,97,0.001516,93,0.001453
3057,99,0.001547,93,0.001453
3058,97,0.001516,95,0.001484
3059,98,0.001531,94,0.001469
3060,99,0.001547,94,0.001469
3061,99,0.001547,94,0.001469
3062,98,0.001531,93,0.001453
3063,98,0.001531,93,0.001453
3064,97,0.001516,93,0.001453
3065,98,0.001531,93,0.001453
3066,98,0.001531,93,0.001453
3067,97,0.001516,94,0.001469
3068,98,0.001531,95,0.001484
3069,99,0.001547,93,0.001453
3070,98,0.001531,94,0.001469
3071,99,0.001547,94,0.001469
3072,98,0.001531,94,0.001469
3073,97,0.001516,95,0.001484
3074,99,0.001547,94,0.001469
3075,99,0.001547,93,0.001453
3076,99,0.001547,94,0.001469
3077,98,0.001531,93,0.001453
3078,98,0.001531,93,0.001453
3079,97,0.001516,94,0.001469
3080,97,0.001516,94,0.001469
3081,98,0.001531,94,0.001469
3082,98,0.001531,95,0.001484
3083,99,0.001547,93,0.001453
3084,97,0.001516,94,0.001469
3085,98,0.001531,94,0.001469
3086,99,0.001547,94,0.001469
3087,97,0.001516,94,0.001469
3088,98,0.001531,94,0.001469
3089,97,0.001516,94,0.001469
3090,98,0.001531,93,0.001453
3091,97,0.001516,94,0.001469
3092,99,0.001547,94,0.001469
3093,98,0.001531,95,0.001484
3094,98,0.001531,95,0.001484
3095,98,0.001531,93,0.001453
3096,97,0.001516,94,0.001469
3097,98,0.001531,94,0.001469
3098,99,0.001547,93,0.001453
3099,99,0.001547,93,0.001453
3100,97,0.001516,95,0.001484
3101,98,0.001531,94,0.001469
3102,97,0.001516,94,0.001469
3103,97,0.001516,96,0.0015
3104,98,0.001531,94,0.001469
3105,97,0.001516,94,0.001469
3106,100,0.001562,95,0.001484
3107,97,0.001516,94,0.001469
3108,98,0.001531,94,0.001469
3109,97,0.001516,94,0.001469
3110,97,0.001516,93,0.001453
3111,98,0.001531,93,0.001453
3112,98,0.001531,96,0.0015
3113,97,0.001516,93,0.001453
3114,99,0.001547,93,0.001453
3115,98,0.001531,95,0.001484
3116,97,0.001516,93,0.001453
3117,98,0.001531,94,0.001469
3118,98,0.001531,93,0.001453
3119,97,0.001516,93,0.001453
3120,96,0.0015,93,0.001453
3121,97,0.001516,93,0.001453
3122,98,0.001531,94,0.001469
3123,98,0.001531,93,0.001453
3124,97,0.001516,94,0.001469
3125,98,0.001531,93,0.001453
3126,97,0.001516,93,0.001453
3127,97,0.001516,94,0.001469
3128,98,0.001531,93,0.001453
3129,98,0.001531,94,0.001469
3130,98,0.001531,93,0.001453
3131,99,0.001547,93,0.001453
3132,97,0.001516,94,0.001469
3133,97,0.001516,94,0.001469
3134,98,0.001531,95,0.001484
3135,97,0.001516,93,0.001453
3136,98,0.001531,94,0.001469
3137,98,0.001531,93,0.001453
3138,97,0.001516,93,0.001453
3139,97,0.001516,94,0.001469
3140,97,0.001516,93,0.001453
3141,98,0.001531,94,0.001469
3142,98,0.001531,93,0.001453
3143,98,0.001531,94,0.001469
3144,97,0.001516,93,0.001453
3145,98,0.001531,93,0.001453
3146,97,0.001516,94,0.001469
3147,97,0.001516,93,0.001453
3148,98,0.001531,94,0.001469
3149,97,0.001516,93,0.001453
3150,97,0.001516,93,0.001453
3151,98,0.001531,94,0.001469
3152,97,0.001516,94,0.001469
3153,97,0.001516,94,0.001469
3154,97,0.001516,93,0.001453
3155,98,0.001531,94,0.001469
3156,97,0.001516,93,0.001453
3157,98,0.001531,94,0.001469
3158,97,0.001516,94,0.001469
3159,98,0.001531,92,0.001438
3160,98,0.001531,94,0.001469
3161,97,0.001516,92,0.001438
3162,97,0.001516,94,0.001469
3163,98,0.001531,94,0.001469
3164,96,0.0015,94,0.001469
3165,98,0.001531,93,0.001453
3166,97,0.001516,94,0.001469
3167,97,0.001516,93,0.001453
3168,98,0.001531,94,0.001469
3169,98,0.001531,93,0.001453
3170,97,0.001516,92,0.001438
3171,97,0.001516,92,0.001438
3172,98,0.001531,94,0.001469
3173,97,0.001516,93,0.001453
3174,97,0.001516,93,0.001453
3175,97,0.001516,94,0.001469
3176,97,0.001516,93,0.001453
3177,97,0.001516,93,0.001453
3178,98,0.001531,93,0.001453
3179,96,0.0015,94,0.001469
3180,97,0.001516,94,0.001469
3181,98,0.001531,93,0.001453
3182,97,0.001516,95,0.001484
3183,98,0.001531,94,0.001469
3184,98,0.001531,93,0.001453
3185,97,0.001516,93,0.001453
3186,96,0.0015,93,0.001453
3187,97,0.001516,94,0.001469
3188,97,0.001516,93,0.001453
3189,97,0.001516,94,0.001469
3190,97,0.001516,93,0.001453
3191,96,0.0015,93,0.001453
3192,100,0.001562,93,0.001453
3193,97,0.001516,93,0.001453
3194,97,0.001516,93,0.001453
3195,97,0.001516,94,0.001469
3196,97,0.001516,93,0.001453
3197,96,0.0015,94,0.001469
3198,97,0.001516,94,0.001469
3199,99,0.001547,93,0.001453
3200,96,0.0015,93,0.001453
3201,97,0.001516,94,0.001469
3202,98,0.001531,94,0.001469
3203,98,0.001531,93,0.001453
3204,98,0.001531,93,0.001453
3205,97,0.001516,93,0.001453
3206,98,0.001531,94,0.001469
3207,98,0.001531,94,0.001469
3208,98,0.001531,93,0.001453
3209,96,0.0015,93,0.001453
3210,98,0.001531,94,0.001469
3211,96,0.0015,92,0.001438
3212,97,0.001516,94,0.001469
3213,97,0.001516,93,0.001453
3214,97,0.001516,95,0.001484
3215,97,0.001516,93,0.001453
3216,97,0.001516,93,0.001453
3217,99,0.001547,93,0.001453
3218,97,0.001516,93,0.001453
3219,97,0.001516,94,0.001469
3220,97,0.001516,94,0.001469
3221,97,0.001516,94,0.001469
3222,97,0.001516,93,0.001453
3223,98,0.001531,93,0.001453
3224,97,0.001516,94,0.001469
3225,98,0.001531,93,0.001453
3226,97,0.001516,94,0.001469
3227,98,0.001531,94,0.001469
3228,97,0.001516,93,0.001453
3229,98,0.001531,93,0.001453
3230,97,0.001516,94,0.001469
3231,97,0.001516,94,0.001469
3232,98,0.001531,94,0.001469
3233,97,0.001516,92,0.001438
3234,97,0.001516,92,0.001438
3235,98,0.001531,94,0.001469
3236,97,0.001516,93,0.001453
3237,98,0.001531,92,0.001438
3238,97,0.001516,94,0.001469
3239,98,0.001531,95,0.001484
3240,98,0.001531,93,0.001453
3241,97,0.001516,93,0.001453
3242,97,0.001516,93,0.001453
3243,97,0.001516,93,0.001453
3244,96,0.0015,93,0.001453
3245,98,0.001531,94,0.001469
3246,96,0.0015,94,0.001469
3247,99,0.001547,94,0.001469
3248,98,0.001531,94,0.001469
3249,96,0.0015,94,0.001469
3250,98,0.001531,94,0.001469
3251,99,0.001547,93,0.001453
3252,96,0.0015,93,0.001453
3253,97,0.001516,94,0.001469
3254,97,0.001516,92,0.001438
3255,98,0.001531,93,0.001453
3256,98,0.001531,93,0.001453
3257,97,0.001516,93,0.001453
3258,97,0.001516,94,0.001469
3259,97,0.001516,92,0.001438
3260,96,0.0015,93,0.001453
3261,97,0.001516,94,0.001469
3262,99,0.001547,93,0.001453
3263,96,0.0015,93,0.001453
3264,97,0.001516,93,0.001453
3265,98,0.001531,92,0.001438
3266,99,0.001547,93,0.001453
3267,98,0.001531,94,0.001469
3268,98,0.001531,94,0.001469
3269,97,0.001516,93,0.001453
3270,97,0.001516,93,0.001453
3271,98,0.001531,93,0.001453
3272,97,0.001516,93,0.001453
3273,97,0.001516,93,0.001453
3274,98,0.001531,93,0.001453
3275,97,0.001516,93,0.001453
3276,98,0.001531,93,0.001453
3277,97,0.001516,93,0.001453
3278,96,0.0015,93,0.001453
3279,97,0.001516,93,0.001453
3280,98,0.001531,94,0.001469
3281,97,0.001516,94,0.001469
3282,97,0.001516,92,0.001438
3283,96,0.0015,94,0.001469
3284,97,0.001516,93,0.001453
3285,97,0.001516,93,0.001453
3286,98,0.001531,93,0.001453
3287,97,0.001516,93,0.001453
3288,96,0.0015,93,0.001453
3289,95,0.001484,95,0.001484
3290,96,0.0015,93,0.001453
3291,97,0.001516,93,0.001453
3292,97,0.001516,92,0.001438
3293,97,0.001516,94,0.001469
3294,97,0.001516,94,0.001469
3295,98,0.001531,94,0.001469
3296,98,0.001531,93,0.001453
3297,97,0.001516,92,0.001438
3298,97,0.001516,93,0.001453
3299,97,0.001516,93,0.001453
3300,97,0.001516,93,0.001453
3301,97,0.001516,94,0.001469
3302,96,0.0015,94,0.001469
3303,97,0.001516,93,0.001453
3304,97,0.001516,93,0.001453
3305,96,0.0015,93,0.001453
3306,97,0.001516,93,0.001453
3307,96,0.0015,93,0.001453
3308,97,0.001516,93,0.001453
3309,97,0.001516,93,0.001453
3310,98,0.001531,93,0.001453
3311,96,0.0015,93,0.001453
3312,97,0.001516,92,0.001438
3313,96,0.0015,93,0.001453
3314,96,0.0015,93,0.001453
3315,97,0.001516,93,0.001453
3316,97,0.001516,93,0.001453
3317,96,0.0015,92,0.001438
3318,97,0.001516,93,0.001453
3319,96,0.0015,93,0.001453
3320,97,0.001516,93,0.001453
3321,98,0.001531,93,0.001453
3322,97,0.001516,93,0.001453
3323,97,0.001516,93,0.001453
3324,97,0.001516,93,0.001453
3325,96,0.0015,92,0.001438
3326,98,0.001531,92,0.001438
3327,97,0.001516,93,0.001453
3328,96,0.0015,92,0.001438
3329,97,0.001516,93,0.001453
3330,96,0.0015,94,0.001469
3331,97,0.001516,93,0.001453
3332,97,0.001516,93,0.001453
3333,97,0.001516,94,0.001469
3334,96,0.0015,93,0.001453
3335,97,0.001516,93,0.001453
